alcaldia,colonia,codigo_postal,tipo_poblacion,ult_grado_estudios,estatus_estudios,categoria_profesion,profesion,estado_civil,dependientes_economicos,num_dependientes_economicos,tiempo_buscando_empleo,estatus
GUSTAVO A MADERO,MORELOS,6200,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,MORELOS,15270,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,APROBADO
GUSTAVO A MADERO,MORELOS,6200,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,MORELOS,6200,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,MORELOS,6200,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,MORELOS,15270,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NAPOLES,3810,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,6 MESES A 1 AÑO,APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,NO APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,SIN DATO,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POBLACION GENERAL,NA,NA,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POBLACION GENERAL,POSGRADO,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POB. PRIOR. INDIGENAS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POB. PRIOR. INDIGENAS,PRIMARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NARCISO BASSOLS,7980,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NARCISO MENDOZA,14390,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NARVARTE ORIENTE,3023,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NARVARTE PONIENTE,3020,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NARVARTE PONIENTE,3020,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NATIVITAS,16797,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NATIVITAS,3500,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NIÑOS HEROES,3440,POBLACION GENERAL,POSGRADO,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NONOALCO TLATELOLCO,6900,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NONOALCO TLATELOLCO,6900,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NONOALCO TLATELOLCO,6900,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,3 A 6 MESES,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,TRUNCO,Otros,AUXILIAR DE OFICINA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,6 MESES A 1 AÑO,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,Profesionistas,TURISMO,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,INGENIERIA INDUSTRIAL,PERSONA SOLTERA,CON DEPENDIENTES,2,6 MESES A 1 AÑO,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,INVESTIGADORES Y ESPCEILAISTAS COMPUTARIZADOS,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,ADMINISTRACION DE EMPRESAS,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,LICENCIATURA,TRUNCO,Profesionistas,NO APLICA,PERSONA SOLTERA,CON DEPENDIENTES,2,6 MESES A 1 AÑO,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POB. PRIORITARIA AFECTADOS POR EL SISMO,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,NA,NA,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,PRIMARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,PRIMARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,Profesionistas,TRABAJADORES REPARTIDORES DE MENSAJERIA Y MERCANCIAS (A PIE Y EN BICICLETA),PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,SECUNDARIA,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POB. PRIOR. PRE Y LIBERADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,3 A 6 MESES,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,TECNICA/COMERCIAL,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL PROCURADURIA,TECNICA/COMERCIAL,CONCLUIDO,Otros,SECRETARIA,PERSONA SOLTERA,CON DEPENDIENTES,2,3 A 6 MESES,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,3 A 6 MESES,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA ATZACOALCO,7420,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA INDUSTRIAL VALLEJO,7700,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA INDUSTRIAL VALLEJO,7700,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,0 A 3 MESES,NO APROBADO
GUSTAVO A MADERO,NUEVA INDUSTRIAL VALLEJO,7700,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,APROBADO
GUSTAVO A MADERO,NUEVA INDUSTRIAL VALLEJO,7700,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA INDUSTRIAL VALLEJO,7700,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA INDUSTRIAL VALLEJO,7700,POB. PRIOR. PRE Y LIBERADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,3 A 6 MESES,APROBADO
GUSTAVO A MADERO,NUEVA INDUSTRIAL VALLEJO,7700,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
GUSTAVO A MADERO,NUEVA ORIENTAL COAPA,14300,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA ROSITA,9420,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,6 MESES A 1 AÑO,APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,DISEÃ‘ADORA GRAFICA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,AUXILIARES EN ADMINISTRACION CONTABILIDAD Y FINANZAS,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,LICENCIATURA,TRUNCO,Otros,ADMINISTRACION INDUSTRIAL,PERSONA SOLTERA,SIN DEPENDIENTES,0,3 A 6 MESES,APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,AUXILIARES EN CIENCIAS SOCIALES Y HUMANISTAS,PERSONA CASADA,CON DEPENDIENTES,6,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,3 A 6 MESES,APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,POSGRADO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL PROCURADURIA,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,NO APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,3 A 6 MESES,NO APROBADO
GUSTAVO A MADERO,NUEVA TENOCHTITLAN,7890,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA VALLEJO,7750,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA VALLEJO,7750,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA VALLEJO,7750,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,NUEVA VALLEJO,7750,POBLACION GENERAL,LICENCIATURA,TRUNCO,Otros,ADMINISTRADORES Y MERCADOLOGOS,PERSONA CASADA,CON DEPENDIENTES,2,6 MESES A 1 AÑO,APROBADO
GUSTAVO A MADERO,NUEVA VALLEJO,7750,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA VALLEJO,7750,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,NUEVA VALLEJO,7750,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,OBRERA,6800,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,OBRERA,6800,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,OBRERA,6800,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,OBRERA,6800,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,OBSERVATORIO,11860,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,OLIVAR DEL CONDE 1A SECCION,1400,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,OLIVAR DEL CONDE 1A SECCION,1400,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,OLIVAR DEL CONDE 1A SECCION,1400,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,PALMAS,1410,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,PALMAS,10370,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,PALMATITLA,7170,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,PALMATITLA,7170,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,PALMATITLA,7170,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,PALMATITLA,7170,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,3 A 6 MESES,APROBADO
GUSTAVO A MADERO,PALMATITLA,7170,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,PALMATITLA,7170,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,PALMATITLA,7170,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,PALMATITLA,7170,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,PALMATITLA,7170,POBLACION GENERAL PROCURADURIA,TECNICA/COMERCIAL,CONCLUIDO,Otros,ENFERMERA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,PALMATITLA,7170,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,PANAMERICANA,7770,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,3 A 6 MESES,APROBADO
GUSTAVO A MADERO,PANAMERICANA,7770,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,PANAMERICANA,7770,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,PANAMERICANA,7770,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,PANAMERICANA,7770,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
GUSTAVO A MADERO,PANAMERICANA,7770,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,3 A 6 MESES,APROBADO
GUSTAVO A MADERO,PANAMERICANA,7770,POBLACION GENERAL,SECUNDARIA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,PANAMERICANA,7770,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,PARAJE SAN JUAN,9830,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,PARQUE METROPOLITANO,7149,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
GUSTAVO A MADERO,PARQUE METROPOLITANO,7149,POBLACION GENERAL,TECNICA/COMERCIAL,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
GUSTAVO A MADERO,PARQUE SAN ANDRES,4040,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,PARRES EL GUARDA,14900,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,PASEOS DE TAXQUEÑA,4250,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,PASTEROS,2150,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,PATRIMONIO FAMILIAR,2980,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
GUSTAVO A MADERO,PAULINO NAVARRO,6870,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,SIN DEPENDIENTES,0,NA,NO APROBADO
